policy,policy_type,fold_target,source_split,target,selection_status,selected_objective,fixed_objective,oracle_objective,exact_oracle_match,weights,selected_tcount,selected_primary_nc_depth_ratio,selected_qasm_depth,baseline_tcount,baseline_primary_nc_depth_ratio,baseline_qasm_depth,oracle_tcount,oracle_primary_nc_depth_ratio,oracle_qasm_depth,tcount_ratio_vs_baseline,primary_ratio_vs_baseline,qasm_ratio_vs_baseline,tcount_ratio_vs_oracle,qasm_ratio_vs_oracle
best_fixed_loto,fixed-objective,barenco_tof_4,external_article_repair2_barenco,barenco_tof_4,ok,factor_count,factor_count,mixed_pair,False,,64.0,0.9611650485436893,298.0,64.0,0.9611650485436893,298.0,42.0,0.7087378640776699,266.0,1.0,1.0,1.0,1.5238095238095237,1.1203007518796992
oracle_posthoc,oracle,barenco_tof_4,external_article_repair2_barenco,barenco_tof_4,ok,mixed_pair,,mixed_pair,True,,42.0,0.7087378640776699,266.0,64.0,0.9611650485436893,298.0,42.0,0.7087378640776699,266.0,0.65625,0.7373737373737373,0.8926174496644296,1.0,1.0
split_select_linear_alphaq,alphaq-factor,barenco_tof_4,external_article_repair2_barenco,barenco_tof_4,ok,mixed_pair,,mixed_pair,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",42.0,0.7087378640776699,266.0,64.0,0.9611650485436893,298.0,42.0,0.7087378640776699,266.0,0.65625,0.7373737373737373,0.8926174496644296,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,barenco_tof_4,external_article_repair2_barenco,barenco_tof_4,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",42.0,0.7087378640776699,266.0,64.0,0.9611650485436893,298.0,42.0,0.7087378640776699,266.0,0.65625,0.7373737373737373,0.8926174496644296,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,barenco_tof_4,external_article_repair2_barenco,barenco_tof_4,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",42.0,0.7087378640776699,266.0,64.0,0.9611650485436893,298.0,42.0,0.7087378640776699,266.0,0.65625,0.7373737373737373,0.8926174496644296,1.0,1.0
baseline_factor_count,baseline,cuccaro_adder_n3,internal,cuccaro_adder_n3,ok,factor_count,,factor_count_pair_cap,False,,13.0,0.4935064935064935,211.0,13.0,0.4935064935064935,211.0,13.0,0.4805194805194805,200.0,1.0,1.0,1.0,1.0,1.055
best_fixed_loto,fixed-objective,cuccaro_adder_n3,internal,cuccaro_adder_n3,ok,factor_count,factor_count,factor_count_pair_cap,False,,13.0,0.4935064935064935,211.0,13.0,0.4935064935064935,211.0,13.0,0.4805194805194805,200.0,1.0,1.0,1.0,1.0,1.055
oracle_posthoc,oracle,cuccaro_adder_n3,internal,cuccaro_adder_n3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,13.0,0.4805194805194805,200.0,13.0,0.4935064935064935,211.0,13.0,0.4805194805194805,200.0,1.0,0.9736842105263158,0.9478672985781991,1.0,1.0
split_select_linear_alphaq,alphaq-factor,cuccaro_adder_n3,internal,cuccaro_adder_n3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",13.0,0.4805194805194805,200.0,13.0,0.4935064935064935,211.0,13.0,0.4805194805194805,200.0,1.0,0.9736842105263158,0.9478672985781991,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,cuccaro_adder_n3,internal,cuccaro_adder_n3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",13.0,0.4805194805194805,200.0,13.0,0.4935064935064935,211.0,13.0,0.4805194805194805,200.0,1.0,0.9736842105263158,0.9478672985781991,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,cuccaro_adder_n3,internal,cuccaro_adder_n3,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",13.0,0.4805194805194805,200.0,13.0,0.4935064935064935,211.0,13.0,0.4805194805194805,200.0,1.0,0.9736842105263158,0.9478672985781991,1.0,1.0
baseline_factor_count,baseline,cuccaro_adder_n4,external_article_extended,cuccaro_adder_n4,ok,factor_count,,factor_count_pair_cap,False,,32.0,0.6274509803921569,259.0,32.0,0.6274509803921569,259.0,24.0,0.5098039215686274,254.0,1.0,1.0,1.0,1.3333333333333333,1.0196850393700787
best_fixed_loto,fixed-objective,cuccaro_adder_n4,external_article_extended,cuccaro_adder_n4,ok,factor_count,factor_count,factor_count_pair_cap,False,,32.0,0.6274509803921569,259.0,32.0,0.6274509803921569,259.0,24.0,0.5098039215686274,254.0,1.0,1.0,1.0,1.3333333333333333,1.0196850393700787
oracle_posthoc,oracle,cuccaro_adder_n4,external_article_extended,cuccaro_adder_n4,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,24.0,0.5098039215686274,254.0,32.0,0.6274509803921569,259.0,24.0,0.5098039215686274,254.0,0.75,0.8125,0.9806949806949807,1.0,1.0
split_select_linear_alphaq,alphaq-factor,cuccaro_adder_n4,external_article_extended,cuccaro_adder_n4,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",24.0,0.5098039215686274,254.0,32.0,0.6274509803921569,259.0,24.0,0.5098039215686274,254.0,0.75,0.8125,0.9806949806949807,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,cuccaro_adder_n4,external_article_extended,cuccaro_adder_n4,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,0.5098039215686274,254.0,32.0,0.6274509803921569,259.0,24.0,0.5098039215686274,254.0,0.75,0.8125,0.9806949806949807,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,cuccaro_adder_n4,external_article_extended,cuccaro_adder_n4,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",24.0,0.5098039215686274,254.0,32.0,0.6274509803921569,259.0,24.0,0.5098039215686274,254.0,0.75,0.8125,0.9806949806949807,1.0,1.0
baseline_factor_count,baseline,cuccaro_adder_n4,external_journal_full_cuccaro_adder_n4,cuccaro_adder_n4,ok,factor_count,,factor_count,True,,23.0,,241.0,23.0,,241.0,23.0,,241.0,1.0,,1.0,1.0,1.0
best_fixed_loto,fixed-objective,cuccaro_adder_n4,external_journal_full_cuccaro_adder_n4,cuccaro_adder_n4,ok,factor_count,factor_count,factor_count,True,,23.0,,241.0,23.0,,241.0,23.0,,241.0,1.0,,1.0,1.0,1.0
oracle_posthoc,oracle,cuccaro_adder_n4,external_journal_full_cuccaro_adder_n4,cuccaro_adder_n4,ok,factor_count,,factor_count,True,,23.0,,241.0,23.0,,241.0,23.0,,241.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,cuccaro_adder_n4,external_journal_full_cuccaro_adder_n4,cuccaro_adder_n4,ok,factor_count,,factor_count,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",23.0,,241.0,23.0,,241.0,23.0,,241.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,cuccaro_adder_n4,external_journal_full_cuccaro_adder_n4,cuccaro_adder_n4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",23.0,,241.0,23.0,,241.0,23.0,,241.0,1.0,,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,cuccaro_adder_n4,external_journal_full_cuccaro_adder_n4,cuccaro_adder_n4,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",23.0,,241.0,23.0,,241.0,23.0,,241.0,1.0,,1.0,1.0,1.0
baseline_factor_count,baseline,gf_2pow2_mult,internal,gf_2pow2_mult,ok,factor_count,,mixed_pair,False,,17.0,0.8181818181818182,107.0,17.0,0.8181818181818182,107.0,17.0,0.8409090909090909,99.0,1.0,1.0,1.0,1.0,1.0808080808080809
best_fixed_loto,fixed-objective,gf_2pow2_mult,internal,gf_2pow2_mult,ok,factor_count,factor_count,mixed_pair,False,,17.0,0.8181818181818182,107.0,17.0,0.8181818181818182,107.0,17.0,0.8409090909090909,99.0,1.0,1.0,1.0,1.0,1.0808080808080809
oracle_posthoc,oracle,gf_2pow2_mult,internal,gf_2pow2_mult,ok,mixed_pair,,mixed_pair,True,,17.0,0.8409090909090909,99.0,17.0,0.8181818181818182,107.0,17.0,0.8409090909090909,99.0,1.0,1.0277777777777777,0.9252336448598131,1.0,1.0
split_select_linear_alphaq,alphaq-factor,gf_2pow2_mult,internal,gf_2pow2_mult,ok,mixed_pair,,mixed_pair,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",17.0,0.8409090909090909,99.0,17.0,0.8181818181818182,107.0,17.0,0.8409090909090909,99.0,1.0,1.0277777777777777,0.9252336448598131,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,gf_2pow2_mult,internal,gf_2pow2_mult,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",17.0,0.8409090909090909,99.0,17.0,0.8181818181818182,107.0,17.0,0.8409090909090909,99.0,1.0,1.0277777777777777,0.9252336448598131,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,gf_2pow2_mult,internal,gf_2pow2_mult,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",17.0,0.8409090909090909,99.0,17.0,0.8181818181818182,107.0,17.0,0.8409090909090909,99.0,1.0,1.0277777777777777,0.9252336448598131,1.0,1.0
baseline_factor_count,baseline,gf_2pow2_mult,external_article_core,gf_2pow2_mult,ok,factor_count,,factor_count,True,,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,gf_2pow2_mult,external_article_core,gf_2pow2_mult,ok,factor_count,factor_count,factor_count,True,,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,gf_2pow2_mult,external_article_core,gf_2pow2_mult,ok,factor_count,,factor_count,True,,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,gf_2pow2_mult,external_article_core,gf_2pow2_mult,ok,frontier_pair,,factor_count,False,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",17.0,0.8863636363636364,98.0,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,1.0,1.0263157894736843,1.0103092783505154,1.0,1.0103092783505154
split_select_linear_alphaq_decomp,alphaq-decomp,gf_2pow2_mult,external_article_core,gf_2pow2_mult,ok,frontier_pair,,factor_count,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",17.0,0.8863636363636364,98.0,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,1.0,1.0263157894736843,1.0103092783505154,1.0,1.0103092783505154
split_select_linear_alphaq_qasm,alphaq-qasm,gf_2pow2_mult,external_article_core,gf_2pow2_mult,ok,frontier_pair,,factor_count,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",17.0,0.8863636363636364,98.0,17.0,0.8636363636363636,97.0,17.0,0.8636363636363636,97.0,1.0,1.0263157894736843,1.0103092783505154,1.0,1.0103092783505154
baseline_factor_count,baseline,gf_2pow3_mult,internal,gf_2pow3_mult,ok,factor_count,,factor_count_pair_cap,False,,35.0,0.8541666666666666,198.0,35.0,0.8541666666666666,198.0,33.0,0.9270833333333334,200.0,1.0,1.0,1.0,1.0606060606060606,0.99
best_fixed_loto,fixed-objective,gf_2pow3_mult,internal,gf_2pow3_mult,ok,factor_count,factor_count,factor_count_pair_cap,False,,35.0,0.8541666666666666,198.0,35.0,0.8541666666666666,198.0,33.0,0.9270833333333334,200.0,1.0,1.0,1.0,1.0606060606060606,0.99
oracle_posthoc,oracle,gf_2pow3_mult,internal,gf_2pow3_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,33.0,0.9270833333333334,200.0,35.0,0.8541666666666666,198.0,33.0,0.9270833333333334,200.0,0.9428571428571428,1.0853658536585367,1.0101010101010102,1.0,1.0
split_select_linear_alphaq,alphaq-factor,gf_2pow3_mult,internal,gf_2pow3_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",33.0,0.9270833333333334,200.0,35.0,0.8541666666666666,198.0,33.0,0.9270833333333334,200.0,0.9428571428571428,1.0853658536585367,1.0101010101010102,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,gf_2pow3_mult,internal,gf_2pow3_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",33.0,0.9270833333333334,200.0,35.0,0.8541666666666666,198.0,33.0,0.9270833333333334,200.0,0.9428571428571428,1.0853658536585367,1.0101010101010102,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,gf_2pow3_mult,internal,gf_2pow3_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",33.0,0.9270833333333334,200.0,35.0,0.8541666666666666,198.0,33.0,0.9270833333333334,200.0,0.9428571428571428,1.0853658536585367,1.0101010101010102,1.0,1.0
baseline_factor_count,baseline,gf_2pow4_mult,external_article_extended,gf_2pow4_mult,ok,factor_count,,factor_count_pair_cap,False,,58.0,0.7553191489361702,461.0,58.0,0.7553191489361702,461.0,56.0,0.7393617021276596,462.0,1.0,1.0,1.0,1.0357142857142858,0.9978354978354979
best_fixed_loto,fixed-objective,gf_2pow4_mult,external_article_extended,gf_2pow4_mult,ok,factor_count,factor_count,factor_count_pair_cap,False,,58.0,0.7553191489361702,461.0,58.0,0.7553191489361702,461.0,56.0,0.7393617021276596,462.0,1.0,1.0,1.0,1.0357142857142858,0.9978354978354979
oracle_posthoc,oracle,gf_2pow4_mult,external_article_extended,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,56.0,0.7393617021276596,462.0,58.0,0.7553191489361702,461.0,56.0,0.7393617021276596,462.0,0.9655172413793104,0.9788732394366197,1.002169197396963,1.0,1.0
split_select_linear_alphaq,alphaq-factor,gf_2pow4_mult,external_article_extended,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",56.0,0.7393617021276596,462.0,58.0,0.7553191489361702,461.0,56.0,0.7393617021276596,462.0,0.9655172413793104,0.9788732394366197,1.002169197396963,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,gf_2pow4_mult,external_article_extended,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",56.0,0.7393617021276596,462.0,58.0,0.7553191489361702,461.0,56.0,0.7393617021276596,462.0,0.9655172413793104,0.9788732394366197,1.002169197396963,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,gf_2pow4_mult,external_article_extended,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",56.0,0.7393617021276596,462.0,58.0,0.7553191489361702,461.0,56.0,0.7393617021276596,462.0,0.9655172413793104,0.9788732394366197,1.002169197396963,1.0,1.0
baseline_factor_count,baseline,gf_2pow4_mult,external_journal_full_gf_2pow4_mult,gf_2pow4_mult,ok,factor_count,,factor_count_pair_cap,False,,57.0,,461.0,57.0,,461.0,55.0,,462.0,1.0,,1.0,1.0363636363636364,0.9978354978354979
best_fixed_loto,fixed-objective,gf_2pow4_mult,external_journal_full_gf_2pow4_mult,gf_2pow4_mult,ok,factor_count,factor_count,factor_count_pair_cap,False,,57.0,,461.0,57.0,,461.0,55.0,,462.0,1.0,,1.0,1.0363636363636364,0.9978354978354979
oracle_posthoc,oracle,gf_2pow4_mult,external_journal_full_gf_2pow4_mult,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,,55.0,,462.0,57.0,,461.0,55.0,,462.0,0.9649122807017544,,1.002169197396963,1.0,1.0
split_select_linear_alphaq,alphaq-factor,gf_2pow4_mult,external_journal_full_gf_2pow4_mult,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",55.0,,462.0,57.0,,461.0,55.0,,462.0,0.9649122807017544,,1.002169197396963,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,gf_2pow4_mult,external_journal_full_gf_2pow4_mult,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",55.0,,462.0,57.0,,461.0,55.0,,462.0,0.9649122807017544,,1.002169197396963,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,gf_2pow4_mult,external_journal_full_gf_2pow4_mult,gf_2pow4_mult,ok,factor_count_pair_cap,,factor_count_pair_cap,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",55.0,,462.0,57.0,,461.0,55.0,,462.0,0.9649122807017544,,1.002169197396963,1.0,1.0
baseline_factor_count,baseline,gf_2pow5_mult,external_journal_full_gf_2pow5_mult_long,gf_2pow5_mult,ok,factor_count,,factor_count,True,,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,gf_2pow5_mult,external_journal_full_gf_2pow5_mult_long,gf_2pow5_mult,ok,factor_count,factor_count,factor_count,True,,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,gf_2pow5_mult,external_journal_full_gf_2pow5_mult_long,gf_2pow5_mult,ok,factor_count,,factor_count,True,,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,gf_2pow5_mult,external_journal_full_gf_2pow5_mult_long,gf_2pow5_mult,ok,factor_count,,factor_count,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,gf_2pow5_mult,external_journal_full_gf_2pow5_mult_long,gf_2pow5_mult,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,gf_2pow5_mult,external_journal_full_gf_2pow5_mult_long,gf_2pow5_mult,ok,factor_count,,factor_count,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,163.0,1.1535836177474403,718.0,1.0,1.0,1.0,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n4,internal,hamming_weight_n4,ok,factor_count,,mixed_pair,False,,23.0,1.162162162162162,179.0,23.0,1.162162162162162,179.0,20.0,0.8108108108108109,173.0,1.0,1.0,1.0,1.15,1.0346820809248556
best_fixed_loto,fixed-objective,hamming_weight_n4,internal,hamming_weight_n4,ok,factor_count,factor_count,mixed_pair,False,,23.0,1.162162162162162,179.0,23.0,1.162162162162162,179.0,20.0,0.8108108108108109,173.0,1.0,1.0,1.0,1.15,1.0346820809248556
oracle_posthoc,oracle,hamming_weight_n4,internal,hamming_weight_n4,ok,mixed_pair,,mixed_pair,True,,20.0,0.8108108108108109,173.0,23.0,1.162162162162162,179.0,20.0,0.8108108108108109,173.0,0.8695652173913043,0.6976744186046513,0.9664804469273743,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n4,internal,hamming_weight_n4,ok,mixed_pair,,mixed_pair,True,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",20.0,0.8108108108108109,173.0,23.0,1.162162162162162,179.0,20.0,0.8108108108108109,173.0,0.8695652173913043,0.6976744186046513,0.9664804469273743,1.0,1.0
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n4,internal,hamming_weight_n4,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",20.0,0.8108108108108109,173.0,23.0,1.162162162162162,179.0,20.0,0.8108108108108109,173.0,0.8695652173913043,0.6976744186046513,0.9664804469273743,1.0,1.0
split_select_linear_alphaq_qasm,alphaq-qasm,hamming_weight_n4,internal,hamming_weight_n4,ok,mixed_pair,,mixed_pair,True,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",20.0,0.8108108108108109,173.0,23.0,1.162162162162162,179.0,20.0,0.8108108108108109,173.0,0.8695652173913043,0.6976744186046513,0.9664804469273743,1.0,1.0
baseline_factor_count,baseline,hamming_weight_n4,external_article_core,hamming_weight_n4,ok,factor_count,,factor_count,True,,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,1.0,1.0,1.0,1.0,1.0
best_fixed_loto,fixed-objective,hamming_weight_n4,external_article_core,hamming_weight_n4,ok,factor_count,factor_count,factor_count,True,,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,1.0,1.0,1.0,1.0,1.0
oracle_posthoc,oracle,hamming_weight_n4,external_article_core,hamming_weight_n4,ok,factor_count,,factor_count,True,,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,1.0,1.0,1.0,1.0,1.0
split_select_linear_alphaq,alphaq-factor,hamming_weight_n4,external_article_core,hamming_weight_n4,ok,factor_count_pair_cap,,factor_count,False,"factor_count:2,factor_qubit_concentration_index:-1,factor_support_weight_mean:1,factor_pairwise_jaccard_mean:1",19.0,0.7567567567567568,167.0,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,1.0,0.8,1.0182926829268293,1.0,1.0182926829268293
split_select_linear_alphaq_decomp,alphaq-decomp,hamming_weight_n4,external_article_core,hamming_weight_n4,ok,factor_count_pair_cap,,factor_count,False,"factor_pairwise_support_overlap_mean:1,decomp_tcount:2",19.0,0.7567567567567568,167.0,19.0,0.9459459459459459,164.0,19.0,0.9459459459459459,164.0,1.0,0.8,1.0182926829268293,1.0,1.0182926829268293
